16.694,3.8,0,793.1008781,136.2131879,4.433,63.363,16.694,16.694,16.694
14.458,2.5,0,739.681448,165.2793897,2.799,64.539,14.458,14.458,14.458
15.886,4.9,0,743.5310623,163.8606824,1.591,73.03,15.886,15.886,15.886
16.399,2.7,0.046,666.563542,215.6195997,3.482,65.194,16.399,16.399,16.399
17.277,8,73.998,523.4482869,315.9736617,9.04,87.229,17.277,17.277,17.277
17.277,10.5,3.526,752.9069021,153.6659985,10.919,80.513,17.277,17.277,17.277
16.799,9.3,1.414,766.0951958,141.0524083,7.445,81.624,16.799,16.799,16.799
17.524,7.4,0.001,782.891703,128.0347569,3.618,73.533,17.524,17.524,17.524
17.082,11.3,3.207,775.8073601,129.6583651,4.439,78.922,17.082,17.082,17.082
16.684,2.2,0.03,845.5701647,76.93691192,4.27,73.685,16.684,16.684,16.684
16.272,2.4,0,845.856752,73.36745621,2.539,70.594,16.272,16.272,16.272
14.921,7.2,0,662.1254723,197.2357177,4.046,70.151,14.921,14.921,14.921
13.61,8.5,0,776.8629104,112.3663635,7.779,72.755,13.61,13.61,13.61
15.092,12.7,0.54,553.3256735,269.7820621,10.834,80.412,15.092,15.092,15.092
18.888,7.3,2.474,569.7534552,269.7509707,9.063,88.395,18.888,18.888,18.888
17.517,7.3,46.512,600.177882,240.0277503,9.061,87.169,17.517,17.517,17.517
12.944,11.8,0,761.9892627,110.2962668,7.038,71.45,12.944,12.944,12.944
13.356,5.3,0,846.6872845,48.27048043,2.502,72.731,13.356,13.356,13.356
14.971,15.6,2.245,598.3912724,225.8787928,0.691,67.177,14.971,14.971,14.971
14.193,1.3,169.171,537.1094967,265.1887279,6.361,90.408,14.193,14.193,14.193
15.279,5.3,0.463,714.4918954,136.303936,7.686,81.829,15.279,15.279,15.279
15.75,4,0.498,612.1104303,210.3875489,8.256,83.037,15.75,15.75,15.75
14.353,8.6,0.167,586.5774016,222.4595383,6.562,83.394,14.353,14.353,14.353
10.792,3.2,0,788.7248565,66.81862339,4.28,75.265,10.792,10.792,10.792
9.482,7.5,0,819.277672,40.97760622,6.04,75.763,9.482,9.482,9.482
10.09,6.6,0,798.8849684,52.13040397,4.517,74.74,10.09,10.09,10.09
11.392,6.6,0,757.1835338,79.62451058,2.42,74.488,11.392,11.392,11.392
11.471,8,0.04,602.0427448,189.2976682,1.848,78.041,11.471,11.471,11.471
11.931,7.6,0,649.5598384,152.5511359,4.402,78.627,11.931,11.931,11.931
13.001,7.3,18.386,590.445431,196.245688,2.58,77.739,13.001,13.001,13.001
8.337,6.3,4.572,645.3605727,141.9539202,9.369,68.512,8.337,8.337,8.337
2.181,10,32.073,526.1035574,205.3652338,7.737,85.452,2.181,2.181,2.181
5.232,12,4.331,624.3609931,144.3273258,10.096,85.404,5.232,5.232,5.232
7.95,3.6,10.577,614.702827,153.911557,5.55,80.016,7.95,7.95,7.95
5.342,7.9,1.003,590.0610078,162.5863359,10.522,77.409,5.342,5.342,5.342
4.661,10.7,0.068,642.2701006,121.6439016,3.336,72.861,4.661,4.661,4.661
5.654,7.9,12.252,588.2718641,158.694724,6.422,78.852,5.654,5.654,5.654
3.617,4.3,5.109,622.1856231,127.5194322,6.76,83.55,3.617,3.617,3.617
4.837,11.1,0.006,637.5636758,115.5666069,6.871,73.669,4.837,4.837,4.837
6.353,12.5,1.017,610.5826227,134.5711205,3.422,76.08,6.353,6.353,6.353
7.668,6.6,0.409,640.4176746,111.1763337,2.467,72.652,7.668,7.668,7.668
11.281,6.8,8.744,607.9979988,139.19238,7.157,74.967,11.281,11.281,11.281
12.286,4.4,17.84,488.3840338,235.433846,7.451,85.695,12.286,12.286,12.286
6.878,4,5.337,592.1913668,135.9919132,9.116,73.288,6.878,6.878,6.878
8.774,11,7.42,613.3019784,119.4655718,14.711,72.006,8.774,8.774,8.774
8.241,13.6,0.346,709.0777567,39.09182306,7.69,80.22,8.241,8.241,8.241
5.679,1.5,0.012,650.8805572,78.29638817,5.389,60.442,5.679,5.679,5.679
1.227,12.6,6.693,580.5554611,120.9254386,8.947,78.948,1.227,1.227,1.227
0.761,15.6,17.395,499.4791204,175.8437095,7.4,89.499,0.761,0.761,0.761
0.694,11.3,3.272,575.1666966,117.4130413,6.009,84.157,0.694,0.694,0.694
5.574,14.6,1.323,574.3086875,123.1228532,6.758,75.588,5.574,5.574,5.574
10.12,5.8,18.988,547.6466425,150.2167338,7.184,75.363,10.12,10.12,10.12
7.979,10.3,8.526,540.5104757,148.1288263,14.024,78.217,7.979,7.979,7.979
2.119,7.7,9.41,515.5491839,152.2012243,12.059,83.856,2.119,2.119,2.119
4.641,10.1,1.554,536.8881078,137.3714302,9.48,79.624,4.641,4.641,4.641
10.065,13.6,0.053,539.063879,142.7681825,6.213,81.531,10.065,10.065,10.065
9.057,6.1,0.473,591.4976581,91.32789441,8.98,72.147,9.057,9.057,9.057
2.056,7.5,0.115,523.8785613,132.7221215,9.626,73.219,2.056,2.056,2.056
3.709,5.4,36.688,485.2184813,164.2941014,5.614,83.1,3.709,3.709,3.709
0.301,3,32.019,476.7188863,160.0820797,13.567,87.774,0.301,0.301,0.301
1.893,2.3,12.273,481.3828124,157.0057582,12.059,88.105,1.893,1.893,1.893
2.516,6.4,1.108,542.7469572,104.613545,8.32,79.652,2.516,2.516,2.516
3.281,6.5,0.007,568.7124036,80.35051189,4.361,68.517,3.281,3.281,3.281
9.038,6.6,41.72,426.2082654,214.4472196,9.12,81.39,9.038,9.038,9.038
2.668,8.2,4.685,506.266277,125.1394009,9.598,76.195,2.668,2.668,2.668
1.595,4.1,0.248,566.0014575,69.68971451,8.03,70.542,1.595,1.595,1.595
