14.388,3.8,0,779.1079809,132.7751189,4.971,66.63,14.388,14.388,14.388
11.972,2.5,0,732.1793727,156.1633065,3.376,67.991,11.972,11.972,11.972
13.338,4.9,0,735.3984287,154.9872625,2.079,77.299,13.338,13.338,13.338
13.921,2.7,0,656.2327004,206.4153153,2.256,68.698,13.921,13.921,13.921
14.783,8,38.071,506.5854346,307.4715708,7.064,92.284,14.783,14.783,14.783
14.79,10.5,1.407,743.1799923,146.1480738,11.434,84.402,14.79,14.79,14.79
14.359,9.3,0.009,756.1666366,134.1435098,5.375,85.927,14.359,14.359,14.359
15.063,7.4,0,770.2234457,123.3448712,3.432,77.803,15.063,15.063,15.063
14.599,11.3,0.08,755.0346916,130.3429751,5.026,83.504,14.599,14.599,14.599
14.243,2.2,0,828.1843368,77.12551406,1.558,77.537,14.243,14.243,14.243
13.774,2.4,0,817.8989486,80.75844933,1.982,74.355,13.774,13.774,13.774
12.371,7.2,0,649.2419566,189.7796678,2.768,73.287,12.371,12.371,12.371
11.191,8.5,0,775.1145866,100.6587365,3.939,75.388,11.191,11.191,11.191
12.765,12.7,0.052,540.1368429,260.6965666,7.473,83.739,12.765,12.765,12.765
16.409,7.3,4.654,540.9132024,271.5445081,7.126,93.446,16.409,16.409,16.409
14.889,7.3,28.021,587.7276254,230.4116383,5.658,92.555,14.889,14.889,14.889
10.435,11.8,0,746.5755594,107.3781286,6.634,75.164,10.435,10.435,10.435
10.859,5.3,0,832.5294616,46.58807013,5.326,76.717,10.859,10.859,10.859
12.431,15.6,0.259,583.3035608,218.6903695,3.92,70.6,12.431,12.431,12.431
11.681,1.3,128.433,521.7923049,256.8550119,4.326,95.017,11.681,11.681,11.681
12.773,5.3,0.337,699.6118218,131.9962457,9.665,86.312,12.773,12.773,12.773
13.225,4,0.029,593.2294022,206.4306242,9.608,88.018,13.225,13.225,13.225
11.8,8.6,0.11,572.8987433,214.1919307,5.279,88.395,11.8,11.8,11.8
8.235,3.2,0,776.6914183,62.57874746,6.85,79.373,8.235,8.235,8.235
6.976,7.5,0,803.872481,39.85669948,7.214,79.569,6.976,6.976,6.976
7.566,6.6,0,788.4331319,47.18648327,5.414,78.36,7.566,7.566,7.566
8.957,6.6,0,740.9771293,77.76878596,1.233,78.341,8.957,8.957,8.957
8.997,8,0.014,590.1452305,180.8159989,3.926,82.019,8.997,8.997,8.997
9.426,7.6,0.263,633.4185763,148.1434282,4.033,82.863,9.426,9.426,9.426
10.507,7.3,7.186,576.9280712,188.5688535,1.558,82.105,10.507,10.507,10.507
6.039,6.3,5.216,619.7863585,144.6194456,9.162,71.963,6.039,6.039,6.039
-0.126,10,9.59,485.7547745,214.7840168,6.698,90.977,-0.126,-0.126,-0.126
2.908,12,0.723,591.7893771,151.1989435,10.984,91.597,2.908,2.908,2.908
5.697,3.6,3.072,584.6641349,159.4490669,5.395,84.763,5.697,5.697,5.697
3.098,7.9,0.428,557.5258776,169.2099524,7.602,82.535,3.098,3.098,3.098
2.371,10.7,0.007,610.015788,129.047824,4.371,77.976,2.371,2.371,2.371
3.358,7.9,3.32,556.4649368,164.9587191,4.245,84.108,3.358,3.358,3.358
1.323,4.3,7.421,593.9945904,131.8906472,7.017,88.823,1.323,1.323,1.323
2.487,11.1,0,611.6364122,118.7880346,7.488,78.604,2.487,2.487,2.487
4.05,12.5,0.506,585.0042834,137.2911803,4.376,81.299,4.05,4.05,4.05
5.412,6.6,0.087,617.6454254,112.6951634,3.153,77.359,5.412,5.412,5.412
9.042,6.8,2.207,581.7325664,143.0608513,7.285,80.226,9.042,9.042,9.042
9.998,4.4,5.703,452.3570466,244.7292483,6.474,91.732,9.998,9.998,9.998
4.553,4,7.015,559.4730771,144.06725,8.574,77.713,4.553,4.553,4.553
6.5,11,0.441,585.6065112,124.6063961,15.516,76.831,6.5,6.5,6.5
