  18.98,   7.20,   0.00,  72.80,  86.96,   4.04,
  16.62,   7.28,   0.00, 100.00,  95.75,   4.32,
  18.03,   0.12,   0.00,  59.36,  88.99,   3.02,
  17.81,   0.14,   0.00,  54.71,  84.09,   2.65,
  19.93,   3.51,   0.00,  49.44,  78.92,   1.67,
  18.21,  93.62,   0.00,  77.32,  95.44,   3.78,
  19.79,   2.73,   0.00,  46.55,  82.59,   4.35,
  19.95,   0.00,   0.00,  51.73,  71.22,   1.96,
  19.48,   0.49,   0.00,  64.82,  82.17,   6.97,
  21.90,   0.30,   0.00,  54.71,  87.96,   6.95,
  21.90,   0.00,   0.00,  37.47,  82.27,   4.52,
  21.38,   0.28,   0.00,  56.20,  84.45,   3.61,
  18.74, 102.91,   0.00,  87.14,  92.68,   1.17,
  20.23,   0.86,   0.00,  51.80,  88.76,   2.03,
  20.94,   1.40,   0.00,  47.48,  82.58,   2.23,
  20.77,   3.44,   0.00,  49.99,  83.25,   0.99,
  19.13,   2.03,   0.00,  52.19,  80.50,   2.98,
  18.54,   0.12,   0.00,  48.74,  76.85,   5.34,
  18.79,   0.00,   0.00,  45.17,  76.58,   4.68,
  19.22,   0.00,   0.00,  50.68,  78.06,   3.55,
  19.61,   0.00,   0.00,  50.54,  68.52,   4.34,
  20.77,   0.00,   0.00,  37.61,  71.07,   6.09,
  20.62,   0.00,   0.00,  23.62,  72.84,   4.94,
  21.31,   0.00,   0.00,  51.41,  79.72,   4.68,
  18.58,   5.08,   0.00,  52.89,  77.90,   6.62,
  16.52,   6.46,   0.00,  82.00,  95.80,   3.56,
  17.18,  13.13,   0.00,  55.36,  95.11,   1.87,
  16.44,   0.12,   0.00,  37.04,  80.86,   2.57,
  16.04,   0.38,   0.00,  43.69,  78.86,   1.91,
  17.55,   0.06,   0.00,  19.18,  73.64,   4.15,
  17.05,   0.27,   0.00,  37.88,  77.17,   7.05,
  17.32,   0.00,   0.00,  51.21,  75.57,   1.96,
  18.67,   0.00,   0.00,  55.12,  77.61,   1.30,
  16.01,   8.70,   0.00,  58.02,  84.47,   4.85,
  15.01,  66.76,   0.00,  73.56,  91.69,   7.03,
  18.50,  44.30,   0.00,  62.22,  86.90,  10.94,
  19.34,   0.55,   0.00,  48.48,  75.14,  12.21,
  18.77,   0.36,   0.00,  33.11,  76.17,  10.12,
  16.81,   2.54,   0.00,  81.14,  87.33,   7.13,
  15.90,   0.01,   0.00,  49.15,  82.16,   4.78,
  17.90,   0.10,   0.00,  54.46,  64.00,   3.80,
  13.74,  34.79,   0.00,  68.67,  90.51,   5.33,
  17.19,   0.00,   0.00,  33.11,  80.44,   4.38,
  16.92,   3.88,   0.00,  47.50,  79.19,   7.91,
  14.14,   0.00,   0.00,  53.52,  68.74,   4.33,
  11.34,   0.00,   0.00,  32.06,  65.74,   7.49,
  11.80,   0.00,   0.00,  11.34,  53.55,   4.48,
  12.59,   0.00,   0.00,  17.38,  61.87,   7.57,
  12.40,   0.00,   0.00,   3.57,  64.82,   3.90,
  13.66,   0.00,   0.00,  23.54,  72.36,   1.29,
  13.60,   0.00,   0.00,  27.09,  66.01,   3.38,
  15.91,   0.00,   0.00,  46.60,  73.19,   4.94,
  16.66,   0.01,   0.00,  52.17,  81.81,   4.71,
  16.20,  99.50,   0.00,  75.68,  87.72,   6.38,
  18.73,   4.10,   0.00,  64.39,  92.42,   6.22,
  16.56,   8.32,   0.00,  58.80,  88.71,   1.10,
  13.40,   0.04,   0.00,  42.16,  77.73,   5.27,
  13.56,   9.75,   0.00,  63.16,  90.24,   3.18,
  11.15,  67.20,   0.00,  61.38,  90.63,   4.59,
   9.61,   0.00,   0.00,  20.87,  71.26,   5.86,
  10.54,   0.00,   0.00,   8.58,  65.22,   3.03,
  12.14,   0.00,   0.00,  22.53,  68.65,   1.38,
  12.50,  55.00,   0.00,  56.24,  75.08,  10.79,
   8.54,   0.41,   0.00,  34.42,  61.18,  11.85,
   8.88,   0.00,   0.00,  21.37,  59.82,  11.93,
  12.15,  20.90,   0.00,  43.57,  72.40,   9.77,
  10.11,   6.01,   0.00,  42.15,  72.12,  10.91,
   9.87,   0.13,   0.00,  25.57,  73.03,  12.71,
  10.96,   7.64,   0.00,  37.81,  73.33,   3.27,
  10.22,   4.77,   0.00,  44.17,  83.50,   6.88,
   8.08,   0.00,   0.00,  13.34,  75.53,   8.78,
