14.0,5.4,9,258.0093988,417.9856627,2,72,22.5,22.5,22.5,14.0,14.0
12.0,5.3,0,658.6287894,362.2213515,4.5,72,20.5,20.5,20.5,12.0,12.0
10.5,8.8,0,830.3083756,333.5800905,2.4,70,19,19,19,10.5,10.5
9.34,10.5,0,844.3945868,324.3142246,3.3,84,17.8,17.8,17.8,9.34,9.34
7.44,9.6,0,650.9821574,334.6313602,3.3,60,15.9,15.9,15.9,7.44,7.44
9.14,9.9,3,354.3537523,378.7102494,3.5,68,17.6,17.6,17.6,9.14,9.14
9.24,7.7,7,694.1211205,341.0106296,4.3,67,17.7,17.7,17.7,9.24,9.24
7.24,11.9,3,643.1797746,334.6900954,2.9,82,15.7,15.7,15.7,7.24,7.24
6.94,13.3,0,629.7101178,334.5727572,2.5,70,15.4,15.4,15.4,6.94,6.94
6.14,12.6,0,877.1959669,301.1609511,3.6,78,14.6,14.6,14.6,6.14,6.14
5.14,12.1,0,635.2022318,323.5906905,2.9,69,13.6,13.6,13.6,5.14,5.14
6.84,12.6,1,791.6131027,315.6329572,3.1,70,15.3,15.3,15.3,6.84,6.84
7.94,11.6,0,861.2308868,314.5799294,2.8,63,16.4,16.4,16.4,7.94,7.94
8.34,11.1,0,377.9457338,372.3615343,3.1,70,16.8,16.8,16.8,8.34,8.34
8.24,7.6,0,379.6268875,371.7194501,3.8,81,16.7,16.7,16.7,8.24,8.24
5.04,6.2,3,319.8918035,360.6821433,4.1,70,13.5,13.5,13.5,5.04,5.04
7.04,10.2,16,467.1806311,354.9718525,3,72,15.5,15.5,15.5,7.04,7.04
5.84,9.9,0,525.6365561,341.388201,3.2,74,14.3,14.3,14.3,5.84,5.84
6.34,10.9,11,652.5471383,329.6742207,2,63,14.8,14.8,14.8,6.34,6.34
6.64,11,5,678.2574419,328.6145625,4.3,78,15.1,15.1,15.1,6.64,6.64
4.74,14.2,0,852.7171951,297.0437989,2.6,75,13.2,13.2,13.2,4.74,4.74
6.54,6.2,11,265.5724071,376.1499122,2.9,82,15,15,15,6.54,6.54
8.54,8.1,19,266.7928604,387.3865278,6.8,84,17,17,17,8.54,8.54
5.24,10.4,0,656.0401855,323.5123271,5,54,13.7,13.7,13.7,5.24,5.24
4.04,12.3,0,577.6222929,326.0067496,3.7,63,12.5,12.5,12.5,4.04,4.04
4.64,11.8,0,596.6513244,309.9760335,3.7,73,13.1,13.1,13.1,4.64,4.64
6.94,13.5,0,588.9579478,324.770327,3.3,69,15.4,15.4,15.4,6.94,6.94
6.84,3.8,7,176.1635504,377.8187891,3.9,62,15.3,15.3,15.3,6.84,6.84
5.94,7.3,1,451.7917585,336.9094788,3.2,58,14.4,14.4,14.4,5.94,5.94
6.94,5.3,1,448.6029072,343.28162,6.2,80,15.4,15.4,15.4,6.94,6.94
4.14,12,0,605.413194,306.4504168,2.6,63,12.6,12.6,12.6,4.14,4.14
5.24,7.3,0,275.9713906,356.3043097,4,69,13.7,13.7,13.7,5.24,5.24
5.44,11,0,584.2174152,317.0767357,3,70,13.9,13.9,13.9,5.44,5.44
3.24,12.1,0,716.8335731,286.7464117,5.6,77,11.7,11.7,11.7,3.24,3.24
3.54,10.2,0,307.0894343,343.1397186,4.8,72,12,12,12,3.54,3.54
3.24,9.1,0,532.4859504,311.5590998,5.4,64,11.7,11.7,11.7,3.24,3.24
